""	"logFC"	"AveExpr"	"t"	"P.Value"	"adj.P.Val"	"B"	"gene"	"count"	"sca.t"	"sca.P.Value"	"sca.adj.pval"	"name"
"ENSP00000363820.1"	-0.283950201721671	0.00330572057352014	-3.20099993313322	0.00277072786677099	0.185333838000785	-1.62802086553332	"ENSP00000363820.1"	2	-3.19504331057955	0.00280243520004785	0.176671833034321	"TMEM38B"
"ENSP00000362929.2"	0.416892355210856	-0.0131964152361689	3.18977420698303	0.00285668932325368	0.185333838000785	-1.65435177962213	"ENSP00000362929.2"	2	3.1939590751797	0.00281073072519416	0.176671833034321	"GSN"
"ENSP00000345524.6"	-0.164381659745523	0.0471088007810299	-3.17887838994486	0.00294254051046364	0.185333838000785	-1.67986126122061	"ENSP00000345524.6"	3	-3.18719464248369	0.0028630141747628	0.176671833034321	"MAPK9"
"ENSP00000392106.1"	-0.509601926275387	-0.0895419420042482	-3.17133749978072	0.00300338427550226	0.185333838000785	-1.69748851362414	"ENSP00000392106.1"	1	-3.16716187069652	0.00302331594131134	0.182756363636004	"TMEM182"
"ENSP00000246957.5"	0.184993653849421	0.0333710636675024	3.05859924886514	0.00406775619968469	0.233827408925792	-1.95825897294082	"ENSP00000246957.5"	22	3.13190985966827	0.00332625415309801	0.197047296029526	"TRAP1"
"ENSP00000218867.3"	-0.186464205527503	0.0232560259727804	-3.05518241188672	0.00410500515332249	0.233827408925792	-1.96607961021522	"ENSP00000218867.3"	9	-3.12005951716484	0.00343438856657049	0.199463900670231	"SGCG"
"ENSP00000264710.4"	0.127148344531995	0.0715734086249678	2.97048803195486	0.00513783625356413	0.276695836055581	-2.1583192059612	"ENSP00000264710.4"	12	3.10232912949986	0.00360240616847699	0.203995414650192	"RAB10"
"ENSP00000237858.6"	-0.405385628262669	-0.0314766027002196	-3.07855687079644	0.00385648028078129	0.228457891833484	-1.91248001571798	"ENSP00000237858.6"	5	-3.09743303648215	0.00365015427969621	0.203995414650192	"GLRX"
"ENSP00000498399.1"	-0.184634203454288	0.0303807075080261	-2.99870845151572	0.00476921284271605	0.26160015629861	-2.09461267860955	"ENSP00000498399.1"	23	-3.06818354109106	0.00394809400364934	0.216560267385358	"TNS1"
"ENSP00000368228.3"	0.389154386590522	-0.152717776533132	3.03031769983314	0.0043859183050478	0.245114906029275	-2.02284088377465	"ENSP00000368228.3"	1	3.01724911389061	0.00452239219015165	0.243551375767803	"GK"
"ENSP00000382064.3"	-0.138575707875282	0.0102621181872586	-2.89529683004952	0.00625485915021414	0.306170684109361	-2.3263126003787	"ENSP00000382064.3"	13	-3.00094888014212	0.00472221422091396	0.24977140218477	"DTNA"
"ENSP00000258770.3"	0.192369683828017	0.0177449993576482	2.90496549003856	0.00609944448668988	0.306170684109361	-2.3048554668599	"ENSP00000258770.3"	6	2.94751352865246	0.00543704764191215	0.282535703777961	"TBRG4"
"ENSP00000325958.9"	0.365302538268237	0.0502363850779526	2.90170188293905	0.00615149514726549	0.306170684109361	-2.31210304594645	"ENSP00000325958.9"	2	2.90489448761064	0.00607869698211769	0.296226774723828	"PTPMT1"
"ENSP00000473267.1"	-0.148780362306421	0.0551093491240342	-2.82339607754353	0.00753217112231261	0.329342421316602	-2.48450401921069	"ENSP00000473267.1"	8	-2.89598159299434	0.0062215574884389	0.296226774723828	"SH3GLB1"
"ENSP00000353078.3"	0.467040086724372	0.100365033340909	2.89220476673869	0.00630533819401452	0.306170684109361	-2.33316551240131	"ENSP00000353078.3"	1	2.88854732002051	0.00634311456353128	0.296226774723828	"NRAP"
"ENSP00000226207.5"	-1.02968306260192	-0.266218971049672	-2.87664241739838	0.00656523681427079	0.313648894255969	-2.36758865894372	"ENSP00000226207.5"	331	-2.88788545073545	0.00635404373410434	0.296226774723828	"MYH1"
"ENSP00000343552.5"	0.297288818162555	-0.0869963441328893	2.91220069019426	0.00598551859724245	0.306170684109361	-2.288770555079	"ENSP00000343552.5"	1	2.88573856970538	0.00638961561330474	0.296226774723828	"ICMT"
"ENSP00000355136.3"	-0.21087761272387	-0.00505210720992877	-2.83648761065645	0.0072828262654198	0.329342421316602	-2.45588332790419	"ENSP00000355136.3"	9	-2.88054876258702	0.00647637668681714	0.296226774723828	"SORBS1"
"ENSP00000236957.5"	-0.215386228812147	0.00420075264493897	-2.83159552529393	0.007375087385821	0.329342421316602	-2.46658800556885	"ENSP00000236957.5"	15	-2.87895127418212	0.00650330374656118	0.296226774723828	"EEF1B2"
"ENSP00000479395.1"	-0.145280163720029	0.0061097501416385	-2.7904695447227	0.00819490282930695	0.32975972531546	-2.55612256760161	"ENSP00000479395.1"	22	-2.87758501686827	0.00652641619726695	0.296226774723828	"CDH13"
"ENSP00000463154.1"	-0.155882392743824	0.053369248418401	-2.90778664669147	0.00605478298136895	0.306170684109361	-2.29858648917277	"ENSP00000463154.1"	2	-2.8732303024148	0.00660059660086856	0.296226774723828	"ANP32E"
"ENSP00000476755.1"	0.184918287044653	0.00445397552360211	2.80466292618323	0.00790283271453811	0.329692823950167	-2.52531497771937	"ENSP00000476755.1"	16	2.86366741935502	0.00676626908700479	0.299129687100122	"PPP1R12B"
"ENSP00000311747.5"	0.482383861227406	-0.173975865972114	2.83956028426578	0.00722542957803513	0.329342421316602	-2.4491539728077	"ENSP00000311747.5"	2	2.84644641512931	0.00707444882180761	0.301289052441938	"RBM14"
"ENSP00000292823.2"	-0.196446242893604	-0.000759516440288437	-2.82191551411999	0.00756086585061747	0.329342421316602	-2.4877356490862	"ENSP00000292823.2"	4	-2.84580366596055	0.00708620092392457	0.301289052441938	"PCYT1A"
"ENSP00000353408.5"	0.189494721213163	-0.00830318656515403	2.78839489481545	0.00823842662840784	0.32975972531546	-2.56061749174285	"ENSP00000353408.5"	14	2.84394606770665	0.00712026795102487	0.301289052441938	"MSN"
"ENSP00000420333.1"	0.192067921579731	0.0399489620551849	2.84786234769379	0.00707245312867723	0.329342421316602	-2.43094941701079	"ENSP00000420333.1"	2	2.83046878892878	0.00737204501395159	0.303699538997213	"ARMC8"
"ENSP00000284719.3"	-0.138702584480098	0.0587525764529303	-2.73630382822012	0.00940426604064933	0.337546190897111	-2.67278209879768	"ENSP00000284719.3"	24	-2.82528824712906	0.0074710157492453	0.303699538997213	"OLA1"
"ENSP00000363899.4"	0.28118598780921	-0.0723792641308675	2.79674717437861	0.00806450488108479	0.32975972531546	-2.54250869275064	"ENSP00000363899.4"	7	2.8227952145427	0.00751908354980961	0.303699538997213	"NIPSNAP3A"
"ENSP00000334188.4"	-0.144341366541228	0.019729255607104	-2.75184584848708	0.00904131503726707	0.334754689254813	-2.63945730050039	"ENSP00000334188.4"	6	-2.80991911041629	0.00777196659430396	0.303699538997213	"PFDN5"
"ENSP00000280481.7"	-0.476267241715251	-0.0809317470803302	-2.811510967061	0.00776540759099295	0.329692823950167	-2.51041589433513	"ENSP00000280481.7"	1	-2.80930870219323	0.00778414928303741	0.303699538997213	"FREM2"
"ENSP00000200639.4"	-0.186920626700592	0.149093245173922	-2.76498530202507	0.00874465925899754	0.334754689254813	-2.61119018602891	"ENSP00000200639.4"	6	-2.80427908821685	0.00788521063767213	0.303699538997213	"LAMP2"
"ENSP00000310111.9"	0.172155670207547	-0.00735800465728114	2.74648114499362	0.00916510101771587	0.335148508820672	-2.65097379437394	"ENSP00000310111.9"	49	2.80107926154796	0.00795013990350978	0.303699538997213	"HSPB7"
"ENSP00000252999.3"	-0.248889471467224	-0.0226231246353095	-2.76149460786356	0.00882257585003731	0.334754689254813	-2.61870812433616	"ENSP00000252999.3"	21	-2.79714003719556	0.00803075600241692	0.303699538997213	"LAMA5"
"ENSP00000362071.3"	-0.143717441271031	0.0562285492112116	-2.7088879850381	0.0100776252726013	0.341321325034093	-2.73127055124357	"ENSP00000362071.3"	17	-2.7918075251088	0.00814109785784239	0.303699538997213	"JPH2"
"ENSP00000393525.1"	-0.24595760252142	0.0522939522518253	-2.75336600560319	0.00900652192182214	0.334754689254813	-2.63619134851905	"ENSP00000393525.1"	12	-2.78886663355846	0.00820255338277415	0.303699538997213	"IMPDH2"
"ENSP00000210444.5"	0.294253364026984	-0.0431203494126394	2.8073945756488	0.00784774520996482	0.329692823950167	-2.51937453098256	"ENSP00000210444.5"	1	2.78374504687669	0.00831060974858747	0.303901556485384	"NANS"
"ENSP00000413203.1"	-0.921547327694415	-0.288339494159128	-2.7548553341385	0.00897255498222181	0.334754689254813	-2.63299051479833	"ENSP00000413203.1"	2	-2.76484794649733	0.00872085853677627	0.311381165299091	"TNNT3"
"ENSP00000270538.2"	0.202424210519212	0.0308233398991683	2.71642472354669	0.00988819737313355	0.340567914176995	-2.71522966620823	"ENSP00000270538.2"	14	2.76313971543366	0.00875885606843096	0.311381165299091	"TIMM44"
"ENSP00000403003.2"	-0.160911920085662	0.0339609872344989	-2.68896546660613	0.0105946514084967	0.350346872352595	-2.77353357124803	"ENSP00000403003.2"	16	-2.75561512366749	0.0089280686916231	0.311381165299091	"SGCD"
"ENSP00000246548.3"	-0.176359389171355	0.125401804694153	-2.77574621301244	0.00850846720409919	0.334754689254813	-2.58797643222397	"ENSP00000246548.3"	2	-2.75528104797678	0.00893565126617919	0.311381165299091	"UBA2"
"ENSP00000215956.5"	0.325207482350326	-0.0949971361410939	2.72459789354359	0.00968650446531211	0.337546190897111	-2.69780172584898	"ENSP00000215956.5"	3	2.73488929217738	0.00940996547278137	0.324096717795098	"SNU13"
"ENSP00000472469.1"	0.155758441123531	0.0290622292118736	2.66829420713831	0.0111569491157217	0.351562588093274	-2.81716973702152	"ENSP00000472469.1"	6	2.71565864370664	0.00987855784719988	0.335311252299709	"RPS28"
"ENSP00000420714.1"	0.330116245386417	0.000159936434618431	2.72566288958593	0.00966050565757149	0.337546190897111	-2.69552831324014	"ENSP00000420714.1"	1	2.71111606242053	0.00999235780969387	0.335311252299709	"MRPS14"
"ENSP00000417011.2"	0.309454639046714	-0.0296194548102317	2.68147094820168	0.0107954180026378	0.351384924437509	-2.78937962235467	"ENSP00000417011.2"	11	2.70610727469738	0.0101192431295885	0.335311252299709	"LDHD"
"ENSP00000311656.6"	-0.262997416058075	0.00960445099211549	-2.7278809297723	0.0096065660749663	0.337546190897111	-2.69079169959838	"ENSP00000311656.6"	1	-2.69884844141144	0.0103057756577103	0.335311252299709	"CCPG1"
"ENSP00000307156.4"	-0.175604458280698	0.0231578636259739	-2.6398823487042	0.0119748321975439	0.354320616946172	-2.8767844734519	"ENSP00000307156.4"	53	-2.68661657311668	0.0106273121557278	0.335311252299709	"LAMB2"
"ENSP00000215570.2"	0.182103121850546	0.0299814470851217	2.65224232529186	0.0116124622039704	0.354320616946172	-2.85090207010984	"ENSP00000215570.2"	5	2.68348916945633	0.0107109971249793	0.335311252299709	"TIMM13"
